chunk,fullfilled_proportion,execution_time_seconds
1,0.03223934198488632,43.60547089576721
2,4.860999710165772e-16,37.25296950340271
3,1.8510863363045092e-17,98.47017288208008
5,3.602982885387426e-24,142.93986654281616
