time,tx_hash,sell_token,buy_token,units_sold,units_bought,buy_price,sell_price,buy_value_usd,sell_value_usd,fee,limit_sell_amount,limit_buy_amount,partial_fill,fill_proportion,surplus_usd
2024-03-01 01:32:35.000 UTC,0x94221ad75a9661633feacf1cbfc7d820cc89e83be9c9d6c33e21ca2ae6071378,ETH,PEPE,23.4,27909632258.72596,2.84e-06,3382.51,79263.35561478173,79150.734,0.0,23400000000000000000,27888771550153634489056961275,False,1,59.244412345405394
2024-03-01 01:33:11.000 UTC,0xd948b563048e52f830593cb001fbb5af2fb565f320d8619a1192858d65bc11ac,ASTO,ETH,20000.0,0.30273470500843314,3382.51,0.052755,1024.0031670380752,1055.1000000000001,0.0,20000000000000000000000,297320623246002518,False,1,18.869318822833435
2024-03-01 01:33:11.000 UTC,0xd948b563048e52f830593cb001fbb5af2fb565f320d8619a1192858d65bc11ac,INV,DOLA,95.4347650758982,3947.5134829405583,,42.61,,4066.475339884022,0.0,95434765075898211574,3945071946947688664578,False,1,2.5151138683502015
2024-03-01 01:33:47.000 UTC,0xeae23c8ecb965855dcb76bd358c2488ae1a42a0516969f969fa08e6571369146,wTAO,ETH,1.298999488,0.22992499760213975,3382.51,617.73,777.7236036392138,802.43095372224,0.0,1298999488,228784320222919709,False,1,3.9809278975432667
2024-03-01 01:34:23.000 UTC,0x359c39b8a4748870593d175dfa2999e4b39414d8d09126418bac5b23385ff5ce,DAI,ETH,199999.99999999997,59.28739633364114,3382.51,1.001605,200540.21097250452,200321.0,0.0,200000000000000000000000,59258813866664460044,False,1,96.6804803732743
2024-03-01 01:34:59.000 UTC,0x0d8e05fcecff085f67cfd2e9cc6266ca6250798d35789db91f4ce078e738b185,pufETH,ETH,0.1,0.08246092163911801,3382.51,3265.81,278.9248920535331,326.581,0.0,100000000000000000,82181736153122506,False,1,1.105695563298758
2024-03-01 01:36:35.000 UTC,0x6ef63cd3dd8413e43f0edacc89b5cf53c538eca482d2f960cd8bd6b0aebf11cf,DZHV,WETH,39364.585254937294,0.32541647188403255,3376.37,,1098.726413175091,,0.0,39364585254937292624514,320930474998508285,False,1,15.146385304377608
2024-03-01 01:37:11.000 UTC,0x0aa74c4ca3a57beed007301ee00bd0dbe6e52285662e027aefbf2e40212e3595,RSR,eUSD,3000000.0,12043.08020773967,,0.003979,,11937.0,0.0,3000000000000000000000000,12016197131673924622847,False,1,26.646279312377082
2024-03-01 01:37:59.000 UTC,0x8f02573246ebd7e005b43ef62d6b64f4fc1bab9bbc83c45c8dd06ad1183ddb88,PRIME,USDC,357.14285714285717,5396.0662,1.000202,15.15,5397.1562053724,5410.714285714286,0.0,357142857142857142857,5172476801,False,1,224.1963516503136
2024-03-01 01:39:47.000 UTC,0xbbbc37af994e8bc7f3b00edd67750070295ff1e9777317fd7205855eac695755,LUSD,COMP,1250.0,13.219037567560934,92.06,0.995937,1216.9445984696595,1244.9212499999999,0.0,1250000000000000000000,12781852118018283444,False,1,41.17254781558723
2024-03-01 01:40:23.000 UTC,0xe49dfc91e1232445c01f91100b12bbe9432b27dc51c6800888994c52d4e4dc87,Mog,USDC,5000000000.0,1699.326172,1.000253,,1699.756101521516,,0.0,5000000000000000000000000000,1692712071,False,1,6.615774367552999
2024-03-01 01:40:23.000 UTC,0xe49dfc91e1232445c01f91100b12bbe9432b27dc51c6800888994c52d4e4dc87,PORTAL,ETH,500.0,0.33630233305792223,3378.54,,1136.2108843295125,,0.0,500000000000000000000,334044602890232223,False,1,7.627831680747366
